fips,name,pop2010,pop2020,pctchg
2600055960,Mount Morris,3041,2842,-6.54
4800046584,Marble Falls,6070,7038,15.95
5100067208,Ridgeway town,738,693,-6.1
4700046540,Maury City town,674,659,-2.23
3800049900,Mandan,18870,22752,20.57
500044120,Marianna,4180,3402,-18.61
2000036000,Kansas City,145783,152960,4.92
4200046392,Macungie borough,3074,3178,3.38
1900050205,Masonville,127,120,-5.51
5300040980,Mabton,2284,2268,-0.7
3100045295,Sidney,6776,6115,-9.76
2900038522,Kidder,323,317,-1.86
4200059672,Petrolia borough,213,198,-7.04
1800048294,Mellott town,209,193,-7.66
5100047672,Lynchburg,75534,82168,8.78
3400053430,Northvale borough,4623,4927,6.58
2900036332,Jamesport,524,515,-1.72
4200069416,Sewickley Hills borough,595,690,15.97
2800058440,Plantersville town,1155,1137,-1.56
100058896,Pell City,12712,14045,10.49
4700053580,Normandy town,141,147,4.26
1300047196,Loganville,10412,12880,23.7
3900072424,Sidney,21219,20449,-3.63
4100052100,Newberg,22140,23886,7.89
4500065005,Sellers town,220,200,-9.09
3700037760,Lenoir,18226,17913,-1.72
200060750,Pilot Station,568,625,10.04
600070588,Scotts Valley,11573,11757,1.59
1700051349,Mundelein village,30986,31051,0.21
1800051354,Mount Carmel town,69,68,-1.45
3600039309,Kensington village,1153,1189,3.12
4000046700,Martha town,164,149,-9.15
2700037556,Little Falls,8807,8696,-1.26
100070704,Sipsey town,435,401,-7.82
1800061092,Portage,36828,36988,0.43
4800056156,Patton Village,1597,2157,35.07
1900055965,Newell,876,852,-2.74
3100038575,Pawnee City,878,832,-5.24
4200049680,Millersburg borough,2529,2516,-0.51
2900037592,Joplin,50798,50925,0.25
3600038748,Johnson City village,15174,14161,-6.68
4800041800,Lavon,2223,3724,67.52
4800068708,Somerset,1669,1965,17.74
1700064174,Ripley village,86,82,-4.65
1200049675,North Port,57320,70724,23.38
1800042462,Lawrenceburg,5037,5001,-0.71
1800051408,Mount Etna town,105,105,0
4500039805,Lamar town,987,935,-5.27
1200037375,Lady Lake town,14033,16020,14.16
3200040000,Las Vegas,584489,651319,11.43
3900048090,Martinsburg village,237,233,-1.69
1300064876,Reynolds,1073,960,-10.53
2700030392,Hugo,13332,15267,14.51
1900056505,Newton,15254,15182,-0.47
1300061320,Pineview town,526,489,-7.03
2600067900,Reese village,1450,1364,-5.93
2700031094,Iona,137,131,-4.38
4700057080,Parsons,2362,2290,-3.05
1700050491,Morris,13639,15053,10.37
1900058170,Oakland Acres,156,159,1.92
2400064600,Queenstown town,669,695,3.89
1900044715,Letts,384,373,-2.86
3100031815,Merriman village,128,129,0.78
2900043490,Lockwood,944,899,-4.77
1800036003,Indianapolis,820457,876384,6.82
4000046300,Mannsville town,863,862,-0.12
4500041740,Lincolnville town,1141,2529,121.65
800064970,Rockvale town,495,519,4.85
5100066928,Richlands town,5834,5234,-10.28
3500037840,Lake Arthur town,424,420,-0.94
3600037528,Interlaken village,605,599,-0.99
1200033450,Indian Harbour Beach,8166,8557,4.79
5400043300,Kermit town,402,349,-13.18
5500060500,Oshkosh,66346,67004,0.99
2700046924,Northfield,20017,20742,3.62
3100034230,Newman Grove,721,703,-2.5
2600072180,Sebewaing village,1759,1631,-7.28
1700050530,Morrison,4191,3988,-4.84
3600037275,Ilion village,8185,7668,-6.32
3600042950,Livonia village,1401,1460,4.21
4600033180,Kadoka,656,717,9.3
3400034200,Interlaken borough,820,789,-3.78
500063740,Sherrill town,88,73,-17.05
4700056870,Parker's Crossroads,313,313,0
2200049870,Mermentau village,661,629,-4.84
1700038427,Jewett village,223,220,-1.35
2000043700,McCracken,192,176,-8.33
100051648,Moundville town,2419,2459,1.65
2800036000,Jackson,173551,160628,-7.45
1800039618,Kewanna town,624,595,-4.65
5500048750,Maple Bluff village,1317,1311,-0.46
2200051970,Moreauville village,928,857,-7.65
1700042971,Le Roy,3550,3493,-1.61
1800050940,Mooreland town,369,353,-4.34
2600054220,Millington village,1072,997,-7
1600040600,Island Park,277,266,-3.97
100042808,Libertyville town,115,113,-1.74
4500055015,Pawleys Island town,103,108,4.85
4800042532,Lexington town,1179,1222,3.65
4000040200,Konawa,1298,1197,-7.78
3800043500,Kramer,29,28,-3.45
2900067358,Sheridan town,193,179,-7.25
1200037650,Lake Butler,1890,1804,-4.55
500045500,Midland town,334,323,-3.29
3100026385,La Vista,16610,17170,3.37
4600058180,Seneca town,38,37,-2.63
2900043472,Lock Springs village,57,56,-1.75
4000055150,Okmulgee,12497,11711,-6.29
3700036640,Lake Waccamaw town,1471,1400,-4.83
4000067850,Skiatook,7308,8052,10.18
3600064309,Rye,15711,15695,-0.1
5300038038,Lakewood,57532,61037,6.09
2000038325,Lancaster,298,283,-5.03
4800041212,Lancaster,36664,39228,6.99
2000033350,Hoxie,1203,1193,-0.83
2200042800,Lecompte town,1227,1160,-5.46
4200041608,Larksville borough,4466,4385,-1.81
2900060788,Raytown,29611,28991,-2.09
4000049650,Mountain View town,795,735,-7.55
2000037075,Kinsley,1464,1353,-7.58
2000035450,Jetmore,867,813,-6.23
2600046500,Lawton village,1855,1805,-2.7
4700050300,Moscow,598,557,-6.86
4900044100,Leeds town,808,873,8.04
4800054726,Palisades village,325,353,8.62
1800042861,Leo-Cedarville town,3603,3858,7.08
4800051372,Newton,2470,2370,-4.05
100048808,Millport town,1049,980,-6.58
5500054900,Mount Sterling village,211,198,-6.16
2900050672,Mount Vernon,4573,4508,-1.42
1700057654,Park City,7569,7438,-1.73
4000049900,Mulhall town,225,259,15.11
500048290,Murfreesboro,1681,1586,-5.65
1300066696,Roopville town,218,229,5.05
2500045245,Newburyport,17410,18289,5.05
4000050100,Mustang,17395,22959,31.99
1700051661,Naples town,130,119,-8.46
4200064856,Riegelsville borough,868,852,-1.84
2200053370,Napoleonville village,660,590,-10.61
5500055550,Nashotah village,1368,1357,-0.8
4800050628,Needville,2929,3103,5.94
2200046720,Lutcher town,3557,3183,-10.51
3400049920,Neptune City borough,4812,4596,-4.49
3400050130,Netcong borough,3232,3131,-3.13
4000048500,Mill Creek town,319,319,0
3800056420,New Leipzig,221,206,-6.79
2400055650,New Market town,664,738,11.14
3800056620,New Rockford,1384,1339,-3.25
1900050655,Maysville,184,185,0.54
1200064725,Sea Ranch Lakes village,555,619,11.53
4000039600,Keyes town,324,277,-14.51
2200064100,Reeves village,232,244,5.17
1000036760,Houston town,369,405,9.76
800055155,Oak Creek town,899,959,6.67
2400056400,North Chevy Chase village,559,595,6.44
3900044352,Lockington village,141,136,-3.55
1200049725,North Redington Beach town,1421,1476,3.87
1800055080,North Salem town,506,538,6.32
5500063150,Plainfield village,862,836,-3.02
5100057688,Norton,3993,3981,-0.3
1700064538,Riverwoods village,3671,3562,-2.97
1900057630,Northwood,1989,1955,-1.71
3900057582,Oak Harbor village,2750,2707,-1.56
4000041500,Langley town,827,822,-0.6
3600065035,Sands Point village,2778,2905,4.57
600053322,Oceanside,167547,175742,4.89
2700048094,Odin,106,105,-0.94
4800056640,Pelican Bay,1543,2005,29.94
1900058665,Ogden,2044,1979,-3.18
1300065856,Roberta,1004,973,-3.09
5500066000,Racine,78556,76760,-2.29
1900060015,Osterdock,59,56,-5.08
5000053125,Old Bennington village,139,131,-5.76
4200057544,Paint borough,1002,935,-6.69
1900058890,Olds,229,223,-2.62
4600047460,Orient town,63,61,-3.17
800044980,Limon town,1882,1952,3.72
4200062792,Prospect Park borough,6454,6492,0.59
2900055964,Pagedale,3317,3291,-0.78
4800049128,Montgomery,619,1360,119.71
4800054744,Palmer town,2002,2123,6.04
2900056272,Park Hills,8746,8529,-2.48
3600058992,Pomona village,3103,3262,5.12
1900062040,Pella,10358,10237,-1.17
2900060428,Qulin,459,456,-0.65
1700059273,Pesotum village,551,524,-4.9
1800059364,Petersburg,2380,2317,-2.65
3900066152,Reminderville village,3404,4517,32.7
3800062620,Pingree,60,61,1.67
2600069420,Romulus,23989,23573,-1.73
500056270,Pleasant Plains town,361,364,0.83
4200056928,Orbisonia borough,426,403,-5.4
2700051712,Plummer,291,291,0
3800054740,Mountain,92,82,-10.87
1700065962,Rossville village,1331,1217,-8.56
1900050250,Massena,352,336,-4.55
1900044265,Lehigh,416,392,-5.77
600058072,Pomona,149061,151691,1.76
4800035228,Hudson,4727,5005,5.88
1900049755,Marshalltown,27557,26666,-3.23
5300055855,Port Townsend,9112,9831,7.89
4800054432,Overton,2552,2503,-1.92
1800061470,Pottawattamie Park town,235,224,-4.68
2200062245,Powhatan village,135,128,-5.19
1900067215,Rippey,292,273,-6.51
3600039853,Kiryas Joel village,20365,26813,31.66
3400060900,Princeton,28584,31187,9.11
1900065010,Protivin,283,270,-4.59
1700069368,Sherrard village,640,594,-7.19
4600052500,Quinn town,56,61,8.93
2100066504,Rolling Hills,957,989,3.34
4200054952,North East borough,4280,4033,-5.77
2600067500,Reading,1078,1044,-3.15
1900068205,Rock Valley,3459,3854,11.42
100063768,Red Level town,487,478,-1.85
4800040168,Lacy-Lakeview,6457,6721,4.09
1700063056,Reddick village,166,157,-5.42
4800055020,Pantego town,2394,2519,5.22
1900066450,Renwick,242,262,8.26
2900061418,Rich Hill,1393,1317,-5.46
2100065766,Riverwood,450,466,3.56
3100042075,Rockville village,106,100,-5.66
500060770,Rose Bud town,490,488,-0.41
200040950,Kodiak,6124,5813,-5.08
1700065754,Rose Hill village,80,81,1.25
2700055726,Rosemount,21881,25207,15.2
4700065240,Rossville town,660,962,45.76
2700056338,Rushmore,342,335,-2.05
100067056,Russellville,9852,9737,-1.17
2200066655,Ruston,21887,21854,-0.15
3600064430,Saddle Rock village,884,988,11.76
600067112,San Jacinto,44213,49215,11.31
3700044800,Mount Airy,10407,10208,-1.91
600067126,San Joaquin,3994,4021,0.68
1700067548,Sandwich,7420,7418,-0.03
4500063790,Santee town,964,900,-6.64
2700044296,Morristown,982,995,1.32
1700067821,Savanna,3062,2797,-8.65
100054168,New Hope,2814,2916,3.62
4200068072,Saxton borough,730,681,-6.71
1900042870,Lambs Grove,172,169,-1.74
4100034900,Hood River,7235,7801,7.82
3900035896,Hollansburg village,231,216,-6.49
1700035411,Hoffman Estates village,51891,50932,-1.85
4900035190,Highland,15570,19175,23.15
1200030525,High Springs,5290,6178,16.79
2100036298,Hickman,2395,2108,-11.98
2100035362,Hazard,5482,4860,-11.35
2100035200,Hawesville,984,990,0.61
2000030725,Haven,1245,1188,-4.58
3100021275,Hartington,1554,1464,-5.79
100016240,Coffee Springs town,223,214,-4.04
4800030632,Grapeland,1500,1443,-3.8
1900024690,Elkader,1294,1217,-5.95
3600016111,Clayville village,353,339,-3.97
2600016280,Clayton village,344,330,-4.07
2000029250,Gypsum,405,391,-3.46
3900024794,Elgin village,57,56,-1.75
2400016730,Chevy Chase Section Three village,756,794,5.03
200013230,Chevak,933,1077,15.43
500017290,Damascus town,389,383,-1.54
2000029675,Hamilton,270,242,-10.37
2800015140,Collins,2579,2425,-5.97
2700010576,Center City,632,664,5.06
500001030,Almyra town,283,262,-7.42
2100009406,Bremen,195,190,-2.56
800035070,Hayden town,1814,1979,9.1
2800015380,Columbus,25183,23573,-6.39
2100012538,Caneyville,609,607,-0.33
2200022255,Duson town,1740,1768,1.61
4500017215,Coward town,755,771,2.12
3000031450,Glendive,4939,4910,-0.59
4800011836,Caldwell,4104,4373,6.55
5100012808,Cape Charles town,1009,1019,0.99
1800009226,Burket town,195,195,0
2100005662,Benham,505,425,-15.84
1900016230,Coralville,18910,22290,17.87
1700009304,Buckingham village,300,278,-7.33
4800010960,Bryson,539,536,-0.56
4900008787,Bryce Canyon City town,230,222,-3.48
2900013366,Charleston,5947,5468,-8.05
2700023192,Garrison,203,207,1.97
1800007750,Bristol town,1602,1692,5.62
4600011140,Central City,134,131,-2.24
2600013420,Caro,4261,3988,-6.41
2900008236,Brentwood,8052,7966,-1.07
2900008128,Breckenridge,383,353,-7.83
1800009370,Burns Harbor town,1158,1828,57.86
3800008700,Bowman,1651,1599,-3.15
1900023970,Eddyville,1024,1008,-1.56
1300009488,Bostwick,367,395,7.63
3500008580,Bosque Farms village,3977,3888,-2.24
3900033194,Hanging Rock village,219,209,-4.57
5300007380,Bothell,39851,47415,18.98
2900008776,Brooklyn Heights town,100,106,6
2600016440,Climax village,767,783,2.09
3100014065,Dwight village,204,191,-6.37
2400000225,Accident town,325,312,-4
3100020960,Harbine village,49,46,-6.12
3100003180,Bartley village,283,269,-4.95
100002500,Arley town,357,345,-3.36
4200004816,Beaver Meadows borough,864,834,-3.47
1700001881,Arcola,2914,2831,-2.85
4200017136,Cresson borough,1707,1553,-9.02
4000002250,Antlers,2444,2321,-5.03
2600008100,Beulah village,343,345,0.58
2700012952,Conger,150,144,-4
5100021344,Danville,43071,40044,-7.03
5400008932,Bolivar town,1038,1022,-1.54
4700005040,Benton town,1376,1278,-7.12
100028432,Fruithurst town,280,280,0
1700018472,Damiansville village,486,489,0.62
4100014400,Coburg,1028,1170,13.81
3800001420,Alice,40,40,0
4700030960,Greenbrier town,6465,6852,5.99
1900003025,Arnolds Park,1125,1313,16.71
1300016824,Cleveland,3427,4165,21.53
3900018588,Coolville village,494,494,0
2600001180,Algonac,4105,4037,-1.66
2800002140,Ashland town,569,519,-8.79
4200003088,Arnold,5153,4831,-6.25
800015330,Coal Creek town,345,350,1.45
3900030660,Gloria Glens Park village,425,445,4.71
2700000190,Adams,786,790,0.51
4800007300,Bellaire,16907,18971,12.21
3100003775,Belden village,115,109,-5.22
2700020906,Fergus Falls,13450,13794,2.56
4800028080,Ganado,1994,2055,3.06
2400017050,Church Creek town,125,121,-3.2
2600037420,Hazel Park,16422,16347,-0.46
1800003142,Bainbridge town,746,746,0
800025280,Evans,18505,21205,14.59
1700009642,Burbank,28925,28289,-2.2
4000008725,Bridge Creek town,325,336,3.38
4600028340,Herreid,438,416,-5.02
2700000928,Alexandria,12508,13822,10.51
3700032640,Hope Mills town,15088,15849,5.04
5500011525,Butternut village,371,355,-4.31
5600000245,Afton town,1920,2041,6.3
1300004084,Attapulgus,449,425,-5.35
4700016920,Cookeville,31122,34706,11.52
2000004450,Bassett,23,21,-8.7
3700026740,Godwin town,139,143,2.88
1900002530,Archer,131,124,-5.34
5300001990,Anacortes,15768,17527,11.16
3700000500,Ahoskie town,5062,4763,-5.91
1300016656,Clayton,2017,2193,8.73
4800007108,Beckville,847,823,-2.83
3600024823,Evans Mills village,610,556,-8.85
4200027688,Fredonia borough,494,455,-7.89
3600002286,Antwerp village,680,653,-3.97
2900025624,Franklin,95,93,-2.11
4000021900,Duncan,23418,22344,-4.59
4200029232,Girard borough,3104,2913,-6.15
1700005300,Benton,7079,6851,-3.22
3700010760,Casar town,298,293,-1.68
3700025460,Garland town,624,617,-1.12
1900034185,Hanlontown,226,220,-2.65
3500011800,Capitan village,1491,1431,-4.02
3700006140,Black Mountain town,7846,8162,4.03
3900029442,Garrettsville village,2338,2315,-0.98
3600031852,Hammondsport village,661,622,-5.9
2600013220,Carleton village,2345,2354,0.38
4800023140,Elkhart town,1365,1299,-4.84
3700010500,Carolina Beach town,5706,6399,12.15
2000009225,Bunker Hill,95,94,-1.05
100029392,Geiger town,170,151,-11.18
500013450,Cherokee Village,4707,4661,-0.98
5500001725,Amery,2932,2812,-4.09
2000025150,Galesburg,126,119,-5.56
1300022472,De Soto,190,173,-8.95
4500001450,Andrews town,2860,2859,-0.03
2700005482,Bertha,497,482,-3.02
1700004897,Bellflower village,359,344,-4.18
5000024400,Essex Junction village,9291,10852,16.8
2900010240,Byrnes Mill,2780,3002,7.99
5500011062,Buffalo City,1023,954,-6.74
4600027260,Harrisburg,4113,6710,63.14
600004870,Bell,35469,35521,0.15
2800011780,Carthage,5068,4782,-5.64
2100013060,Carrsville,50,48,-4
2000012775,Cheney,2099,2167,3.24
3800005980,Benedict,66,76,15.15
4800024768,Euless,51263,57197,11.58
5100029600,Franklin,8578,7967,-7.12
800002355,Antonito town,781,747,-4.35
600006000,Berkeley,112513,121363,7.87
4200005976,Bethany borough,239,224,-6.28
500029080,Guion town,84,83,-1.19
1800005176,Bicknell,2913,2840,-2.51
800025115,Estes Park town,5938,6426,8.22
1700032018,Gurnee village,31238,30378,-2.75
1700015846,Columbus village,99,96,-3.03
4800026544,Forest Hill,12355,12988,5.12
1900022845,Dunkerton,863,849,-1.62
2700012772,Comfrey,382,354,-7.33
1700028846,Geneseo,6623,6495,-1.93
2000018950,Dunlap,30,28,-6.67
3900018308,Congress village,180,177,-1.67
4800016552,Coolidge town,955,953,-0.21
5400036436,Henderson town,270,259,-4.07
1800015256,Corydon town,3145,3201,1.78
100018088,Cowarts town,1905,2079,9.13
5500017425,Crandon,1922,1800,-6.35
2100000694,Albany,2031,2002,-1.43
1900017175,Crescent,617,616,-0.16
1900017220,Cresco,3866,3739,-3.29
2900017218,Crestwood,11885,11834,-0.43
3900019554,Crown City village,420,402,-4.29
500017140,Daisy town,115,110,-4.35
1900019000,Davenport,99701,101590,1.89
1700018719,Davis Junction village,2362,2344,-0.76
2700014968,Dawson,1547,1400,-9.5
4100003150,Astoria,9477,10015,5.68
4200018768,Delmont borough,2664,2525,-5.22
1700009447,Buffalo Grove village,41503,40494,-2.43
2400016787,Chevy Chase Village town,1951,2056,5.38
3100020680,Halsey village,74,81,9.46
4500019105,Denmark,3516,2934,-16.55
2900028594,Grant City town,857,791,-7.7
5400026524,Fairview town,408,404,-0.98
2700025010,Grand Meadow,1153,1192,3.38
1900021675,Dolliver,66,59,-10.61
500019450,Donaldson town,300,300,0
1900022305,Dows,542,504,-7.01
2800023220,Ethel town,418,385,-7.89
3000022600,Dutton town,316,319,0.95
4800034832,Horizon City,16758,19642,17.21
500030400,Harrisburg,2315,2309,-0.26
1300025552,Eastman,5569,5067,-9.01
4100022200,Echo,697,710,1.87
1700022398,Eddyville village,103,98,-4.85
2800021580,Edwards town,1052,1005,-4.47
4500023245,Elgin town,1332,1585,18.99
4900003345,Ballard town,810,1093,34.94
1700004117,Batchtown village,214,198,-7.48
5500026400,Footville village,808,831,2.85
4500028870,Georgetown,9168,8742,-4.65
1700029093,German Valley village,457,425,-7
2000021275,Emporia,24942,24598,-1.38
4500024100,Eutawville town,312,290,-7.05
1700024634,Evergreen Park village,19848,19147,-3.53
5500033225,Haugen village,289,274,-5.19
1000026620,Felton town,1282,1414,10.3
2800013580,Chunky town,322,315,-2.17
1700017991,Cuba,1300,1170,-10
2900025768,Fredericktown,3988,3984,-0.1
800027425,Fort Collins,144879,170243,17.51
2700012664,Cologne,1503,1797,19.56
3700024440,Fountain town,427,435,1.87
2600030060,Fowlerville village,2883,2893,0.35
2100028785,Fox Chase,447,487,8.95
1800025306,Francisco town,555,554,-0.18
2400013000,Capitol Heights town,4302,4514,4.93
1800026152,Fulton town,343,327,-4.66
1300035800,Gumbranch,273,265,-2.93
4800006128,Baytown,71605,77192,7.8
500015790,Coy town,96,93,-3.13
4800029348,George West,2439,2562,5.04
2200030760,Grand Coteau town,928,905,-2.48
1200027322,Greenacres,37592,41117,9.38
1700029483,Glasford village,1019,957,-6.08
4700029300,Gleason town,1449,1376,-5.04
5100031376,Glen Lyn town,103,97,-5.83
2800027540,Glen town,414,414,0
1900031350,Glenwood,5269,5389,2.28
3100006120,Brainard village,330,314,-4.85
2800029340,Greenwood,16152,13561,-16.04
2100021682,Dixon,920,881,-4.24
3800032660,Granville,241,253,4.98
2100003628,Bardstown,12527,13253,5.8
1900003520,Atlantic,7112,6526,-8.24
2800005100,Belmont town,2029,1988,-2.02
1900033870,Hamilton,130,134,3.08
1700032707,Hanover village,845,768,-9.11
3100053905,Wynot village,166,183,10.24
5400088708,Worthington town,153,148,-3.27
2000081025,Zurich,99,93,-6.06
1300083896,Woodbury,964,902,-6.43
4100083750,Woodburn,24118,26273,8.94
3400082570,Wood-Ridge borough,7628,9294,21.84
4800079919,Wixon Valley,254,253,-0.39
2700071140,Winton,171,167,-2.34
1700082049,Willow Springs village,5751,5621,-2.26
4800079492,Willow Park,3962,5842,47.45
4200085272,Williamsburg borough,1249,1177,-5.76
3100053835,Wymore,1457,1336,-8.3
3500085160,Willard village,256,242,-5.47
2100083064,Wickliffe,688,649,-5.67
600085446,Wildomar,32210,37229,15.58
200084510,Whittier,220,205,-6.82
4600071580,Whitewood,928,979,5.5
2100082164,Westwood,636,657,3.3
1900084180,Westgate,211,198,-6.16
3600079939,Westfield village,3224,2967,-7.97
1900084090,Westfield,132,128,-3.03
3900083342,Westerville,36264,41103,13.34
1700080242,Western Springs village,12948,13359,3.17
1700082686,Winthrop Harbor village,6867,6618,-3.63
1800082862,West Lafayette,41997,50996,21.43
3600080203,West Haverstraw village,10138,10189,0.5
3400078110,Wenonah borough,2278,2212,-2.9
3600078696,Watkins Glen village,1856,1872,0.86
4700080620,Whitwell,1725,1730,0.29
2900077146,Warsaw,2123,2204,3.82
4000078150,Walters,2593,2358,-9.06
5300075775,Walla Walla,32445,32900,1.4
4200085664,Wind Gap borough,2717,2738,0.77
3100051245,Walthill village,785,798,1.66
2900077200,Washburn,433,432,-0.23
5300068435,Sumner,9447,10427,10.37
4900074920,Tabiona town,156,159,1.92
2600070640,St. Charles village,2049,1896,-7.47
1900077115,Tama,2877,2732,-5.04
4200075584,Sutersville borough,603,570,-5.47
2000079250,Willard,92,90,-2.17
100073728,Sulligent,1927,1834,-4.83
1600078040,Sugar City,1524,1452,-4.72
3800088180,Zeeland,86,75,-12.79
5500080075,Tomah,9172,9397,2.45
1200070675,Tamarac,60778,66721,9.78
4200075072,Sugar Notch borough,989,962,-2.73
2900070990,Stotts City,220,217,-1.36
1700073040,Strasburg village,467,439,-6
4000070300,Stillwater,45721,50299,10.01
4600061700,Stickney town,284,272,-4.23
3900069540,St. Henry village,2439,2555,4.76
3700058620,St. Helena village,396,424,7.07
2800070240,Starkville,23874,25653,7.45
5300068260,Sultan,4650,5388,15.87
2900070954,Stotesbury town,18,17,-5.56
2200067600,St. Martinville,6102,5820,-4.62
2600084500,Watervliet,1715,1646,-4.02
5000078025,Wells River village,397,383,-3.53
4800070076,Star Harbor,444,477,7.43
5400078580,Sutton town,994,988,-0.6
5500075625,Spooner,2688,2571,-4.35
5300073780,Vader,622,670,7.72
4200067304,St. Lawrence borough,1831,1840,0.49
4500062530,St. George town,2067,2202,6.53
1700080762,West Point village,178,163,-8.43
2400079875,Upper Marlboro town,635,673,5.98
3100047465,Stromsburg,1171,1139,-2.73
5300067210,Springdale town,281,300,6.76
3700065320,Stovall town,404,420,3.96
2900065018,St. Martins,1155,1195,3.46
5300079835,Woodway,1307,1391,6.43
100076080,Thorsby town,2001,2057,2.8
4100064850,St. Paul,420,455,8.33
5500077825,Strum village,1114,1090,-2.15
3700064940,Stem town,452,567,25.44
2900065144,St. Robert,4626,6275,35.65
2700058144,St. Vincent,64,62,-3.13
1800075248,Tell City,7350,7211,-1.89
800084770,Wiggins town,886,1163,31.26
4800072188,Tenaha town,1155,1146,-0.78
2800072760,Thaxton town,643,686,6.69
4800072788,Thornton town,526,524,-0.38
4800073112,Tioga town,812,1051,29.43
4200076904,Titusville,5601,5158,-7.91
3800076500,Strasburg,402,362,-9.95
3700067720,Tobaccoville village,2434,2718,11.67
600078148,Temple City,35554,35811,0.72
5600081300,Wamsutter town,451,467,3.55
2800075160,Tylertown town,1609,1428,-11.25
3700069260,Unionville town,6146,7195,17.07
3100053415,Winslow village,105,101,-3.81
3100048690,Thayer village,62,58,-6.45
4800074240,Uncertain,94,92,-2.13
4600063620,Timber Lake,443,499,12.64
4100075850,Union,2121,2221,4.71
3400078530,West Cape May borough,1012,1001,-1.09
4200079472,Utica borough,189,169,-10.58
3900079268,Valley View village,2034,1997,-1.82
3900079492,Vandalia,15256,14997,-1.7
4600064540,Turton town,48,49,2.08
3600082117,Williston Park village,7254,7253,-0.01
1200073900,Venice,20800,23985,15.31
2100080616,Warfield,269,231,-14.13
3700064260,Spruce Pine town,2246,2143,-4.59
3700070380,Wadesboro town,5812,5275,-9.24
1200068135,Southwest Ranches town,7356,7957,8.17
2600074900,Southfield,71715,72689,1.36
2300071990,South Portland,25022,25532,2.04
5100073904,South Hill town,4603,4349,-5.52
5400075292,South Charleston,13495,12047,-10.73
4700069620,Somerville town,3116,3264,4.75
1200066725,Sneads town,1849,1779,-3.79
100071280,Snead town,841,838,-0.36
3600068099,Smyrna village,227,216,-4.85
2100071364,Smithfield,106,114,7.55
1700069979,Silvis,7514,7475,-0.52
4800067832,Silsbee,6599,6617,0.27
400066470,Show Low,10667,11442,7.27
100070128,Shorter town,461,395,-14.32
4800067640,Shiner,2073,2162,4.29
4000067200,Shidler,441,430,-2.49
1700069342,Sherman village,4148,4679,12.8
800069645,Sheridan,5623,6183,9.96
1900072525,Shenandoah,5153,4820,-6.46
900068100,Shelton,39558,41129,3.97
3100044595,Shelby village,714,701,-1.82
3900072088,Sheffield Lake,9137,8916,-2.42
5500073025,Sheboygan Falls,7789,7926,1.76
3800071940,Sharon,96,90,-6.25
3700044400,Morganton,16882,16577,-1.81
100065472,Rockford town,477,436,-8.6
3700037680,Leland town,13614,23544,72.94
800051745,Montrose,19092,19782,3.61
3900051674,Montezuma village,161,157,-2.48
3600049330,Muttontown village,3503,3668,4.71
1800050058,Modoc town,194,181,-6.7
4000067550,Silo town,335,365,8.96
4100048300,Millersburg,1329,2557,92.4
3400053280,North Plainfield borough,21774,21289,-2.23
1700049009,Milan village,5193,4991,-3.89
5300056625,Pullman,29820,34506,15.71
3900052976,Mount Pleasant village,478,443,-7.32
1900051735,Middletown,315,335,6.35
3600047427,Millport village,312,287,-8.01
1800048744,Michiana Shores town,309,297,-3.88
2000049325,Muscotah,176,167,-5.11
3700040140,McDonald town,113,108,-4.42
4200067616,Salladasburg borough,234,225,-3.85
4800047760,Meridian,1509,1515,0.4
1700063641,Richmond village,1865,1904,2.09
2600051600,Marine City,4254,4058,-4.61
5300035940,Kirkland,80585,93010,15.42
1700051206,Mount Zion village,5842,5795,-0.8
1900037470,Hudson,2282,2468,8.15
4800049272,Moore Station,206,220,6.8
3400069510,South Toms River borough,3584,3685,2.82
2900039008,Kirbyville village,207,228,10.14
2900062210,Riverview Estates village,82,84,2.44
4200041848,Laurel Run borough,500,509,1.8
1900049890,Martensdale,465,461,-0.86
3700040540,Macon town,119,110,-7.56
5500050750,Melrose village,495,477,-3.64
2700060016,Shorewood,7297,8084,10.79
5300043395,Marcus town,171,172,0.58
3900061112,Pataskala,14926,15883,6.41
2700038708,Lynd,453,466,2.87
1700056536,Orient,358,343,-4.19
4500043360,Lynchburg town,373,335,-10.19
2600046000,Lansing,114265,118210,3.45
3800059020,Oberon,105,103,-1.9
4800044128,Los Indios town,1033,1060,2.61
500041450,Lonsdale town,94,101,7.45
2400047875,Lonaconing town,1190,1107,-6.97
3600046415,Medina village,6066,5656,-6.76
3800066500,Richardton,525,561,6.86
2000048600,Moscow,318,299,-5.97
5500045325,Livingston village,664,634,-4.52
3700040600,Maggie Valley town,1150,1237,7.57
2700058900,Scandia,3928,4176,6.31
3900050918,Minster village,2806,2817,0.39
4700067120,Sevierville,14777,17117,15.84
3800047100,Lisbon,2154,2051,-4.78
3800046980,Linton,1099,978,-11.01
2000041325,Lincolnville,203,193,-4.93
5500051575,Middleton,17560,20034,14.09
3800044700,Landa,38,36,-5.26
4200049400,Milford borough,1022,982,-3.91
2700039014,McGregor,390,363,-6.92
1900039450,Jefferson,4345,4102,-5.59
1300047560,Louisville,2496,2215,-11.26
3800045460,Leal,20,18,-10
3600038934,Kaser village,4717,5368,13.8
4100049150,Mitchell,133,121,-9.02
2800042980,Maben town,873,840,-3.78
3900046872,Maineville village,971,1107,14.01
4800035984,Industry,304,325,6.91
1900048045,McIntire,127,125,-1.57
