fips,state_fips,name
21029,21000,Bullitt County
21011,21000,Bath County
20161,20000,Riley County
20031,20000,Coffey County
19171,19000,Tama County
27129,27000,Renville County
19125,19000,Marion County
19107,19000,Keokuk County
18183,18000,Whitley County
18125,18000,Pike County
18045,18000,Fountain County
18027,18000,Daviess County
17097,17000,Lake County
17093,17000,Kendall County
16005,16000,Bannock County
19029,19000,Cass County
16001,16000,Ada County
31183,31000,Wheeler County
13279,13000,Toombs County
13157,13000,Jackson County
13075,13000,Cook County
13053,13000,Chattahoochee County
12097,12000,Osceola County
12013,12000,Calhoun County
29073,29000,Gasconade County
17017,17000,Cass County
28007,28000,Attala County
5143,5000,Washington County
5125,5000,Saline County
5119,5000,Pulaski County
5023,5000,Cleburne County
13133,13000,Greene County
53023,53000,Garfield County
2105,2000,Hoonah-Angoon Census Area
1015,1000,Calhoun County
55121,55000,Trempealeau County
54029,54000,Hancock County
51145,51000,Powhatan County
51109,51000,Louisa County
51081,51000,Greensville County
51077,51000,Grayson County
51053,51000,Dinwiddie County
49057,49000,Weber County
49037,49000,San Juan County
49029,49000,Morgan County
48433,48000,Stonewall County
48355,48000,Nueces County
48323,48000,Maverick County
48311,48000,McMullen County
48289,48000,Leon County
48221,48000,Hood County
48207,48000,Haskell County
48097,48000,Cooke County
48083,48000,Coleman County
48035,48000,Bosque County
47183,47000,Weakley County
47051,47000,Franklin County
47041,47000,DeKalb County
51590,51000,Danville city
46111,46000,Sanborn County
42023,42000,Cameron County
41051,41000,Multnomah County
41011,41000,Coos County
53027,53000,Grays Harbor County
40129,40000,Roger Mills County
39089,39000,Licking County
39069,39000,Henry County
39005,39000,Ashland County
38083,38000,Sheridan County
36075,36000,Oswego County
36047,36000,Kings County
36045,36000,Jefferson County
36015,36000,Chemung County
35001,35000,Bernalillo County
31169,31000,Thayer County
31129,31000,Nuckolls County
31117,31000,McPherson County
31021,31000,Burt County
31009,31000,Blaine County
30101,30000,Toole County
30019,30000,Daniels County
48413,48000,Schleicher County
29197,29000,Schuyler County
29015,29000,Benton County
30107,30000,Wheatland County
28103,28000,Noxubee County
28035,28000,Forrest County
28027,28000,Coahoma County
28017,28000,Chickasaw County
27107,27000,Norman County
40067,40000,Jefferson County
27075,27000,Lake County
26129,26000,Ogemaw County
26073,26000,Isabella County
26069,26000,Iosco County
26055,26000,Grand Traverse County
47107,47000,McMinn County
23007,23000,Franklin County
22075,22000,Plaquemines Parish
22039,22000,Evangeline Parish
21127,21000,Lawrence County
21109,21000,Jackson County
21071,21000,Floyd County
20163,20000,Rooks County
20153,20000,Rawlins County
20103,20000,Leavenworth County
20029,20000,Cloud County
19189,19000,Winnebago County
19179,19000,Wapello County
19139,19000,Muscatine County
42025,42000,Carbon County
55131,55000,Washington County
19081,19000,Hancock County
19043,19000,Clayton County
19013,19000,Black Hawk County
18171,18000,Warren County
18149,18000,Starke County
18069,18000,Huntington County
17181,17000,Union County
17169,17000,Schuyler County
17079,17000,Jasper County
47171,47000,Unicoi County
13163,13000,Jefferson County
13087,13000,Decatur County
13049,13000,Charlton County
13009,13000,Baldwin County
12123,12000,Taylor County
12009,12000,Brevard County
6053,6000,Monterey County
6025,6000,Imperial County
6005,6000,Amador County
5071,5000,Johnson County
6113,6000,Yolo County
5013,5000,Calhoun County
4009,4000,Graham County
4007,4000,Gila County
1053,1000,Escambia County
55113,55000,Sawyer County
55067,55000,Langlade County
55051,55000,Iron County
54095,54000,Tyler County
53011,53000,Clark County
53005,53000,Benton County
51685,51000,Manassas Park city
51510,51000,Alexandria city
51187,51000,Warren County
51061,51000,Fauquier County
49049,49000,Utah County
48487,48000,Wilbarger County
48469,48000,Victoria County
48393,48000,Roberts County
48293,48000,Limestone County
48263,48000,Kent County
48115,48000,Dawson County
48055,48000,Caldwell County
48053,48000,Burnet County
47149,47000,Rutherford County
51059,51000,Fairfax County
46102,46000,Oglala Lakota County
46095,46000,Mellette County
45047,45000,Greenwood County
45009,45000,Bamberg County
42131,42000,Wyoming County
42043,42000,Dauphin County
41059,41000,Umatilla County
41057,41000,Tillamook County
41007,41000,Clatsop County
40147,40000,Washington County
40131,40000,Rogers County
40085,40000,Love County
40057,40000,Harmon County
39127,39000,Perry County
39115,39000,Morgan County
55013,55000,Burnett County
39103,39000,Medina County
39033,39000,Crawford County
38091,38000,Steele County
38053,38000,McKenzie County
38021,38000,Dickey County
37193,37000,Wilkes County
37085,37000,Harnett County
37035,37000,Catawba County
36103,36000,Suffolk County
36059,36000,Nassau County
33007,33000,Coos County
31047,31000,Dawson County
31043,31000,Dakota County
30087,30000,Rosebud County
50017,50000,Orange County
29223,29000,Wayne County
29085,29000,Hickory County
29029,29000,Camden County
28101,28000,Newton County
28093,28000,Marshall County
28071,28000,Lafayette County
28013,28000,Calhoun County
24045,24000,Wicomico County
24013,24000,Carroll County
21199,21000,Pulaski County
21197,21000,Powell County
21169,21000,Metcalfe County
21147,21000,McCreary County
39129,39000,Pickaway County
21035,21000,Calloway County
21031,21000,Butler County
20201,20000,Washington County
20197,20000,Wabaunsee County
20151,20000,Pratt County
20113,20000,McPherson County
29186,29000,Ste. Genevieve County
20035,20000,Cowley County
19129,19000,Mills County
46053,46000,Gregory County
46105,46000,Perkins County
19059,19000,Dickinson County
18167,18000,Vigo County
18077,18000,Jefferson County
18073,18000,Jasper County
18053,18000,Grant County
18049,18000,Fulton County
17197,17000,Will County
17123,17000,Marshall County
17101,17000,Lawrence County
17069,17000,Hardin County
17045,17000,Edgar County
13311,13000,White County
13287,13000,Turner County
13247,13000,Rockdale County
13117,13000,Forsyth County
13023,13000,Bleckley County
8077,8000,Mesa County
8047,8000,Gilpin County
5105,5000,Perry County
5065,5000,Izard County
5055,5000,Greene County
5015,5000,Carroll County
22071,22000,Orleans Parish
1099,1000,Monroe County
1083,1000,Limestone County
1073,1000,Jefferson County
1059,1000,Franklin County
13213,13000,Murray County
55129,55000,Washburn County
53073,53000,Whatcom County
51800,51000,Suffolk city
51135,51000,Nottoway County
51089,51000,Henry County
51017,51000,Bath County
48387,48000,Red River County
48349,48000,Navarro County
48239,48000,Jackson County
48211,48000,Hemphill County
48199,48000,Hardin County
47177,47000,Warren County
47175,47000,Van Buren County
47133,47000,Overton County
46099,46000,Minnehaha County
46013,46000,Brown County
45041,45000,Florence County
45005,45000,Allendale County
42041,42000,Cumberland County
40135,40000,Sequoyah County
39131,39000,Pike County
39107,39000,Mercer County
39087,39000,Lawrence County
39021,39000,Champaign County
37011,37000,Avery County
36071,36000,Orange County
54045,54000,Logan County
48005,48000,Angelina County
31147,31000,Richardson County
31061,31000,Franklin County
30061,30000,Mineral County
29161,29000,Phelps County
29133,29000,Mississippi County
29103,29000,Knox County
29007,29000,Audrain County
36065,36000,Oneida County
28145,28000,Union County
28129,28000,Smith County
28091,28000,Marion County
26071,26000,Iron County
26059,26000,Hillsdale County
26021,26000,Berrien County
23017,23000,Oxford County
22127,22000,Winn Parish
22105,22000,Tangipahoa Parish
22067,22000,Morehouse Parish
22049,22000,Jackson Parish
22009,22000,Avoyelles Parish
21193,21000,Perry County
21181,21000,Nicholas County
21077,21000,Gallatin County
21065,21000,Estill County
20155,20000,Reno County
20019,20000,Chautauqua County
19191,19000,Winneshiek County
19137,19000,Montgomery County
19119,19000,Lyon County
18055,18000,Greene County
18031,18000,Decatur County
17165,17000,Saline County
17115,17000,Macon County
16057,16000,Latah County
16055,16000,Kootenai County
16031,16000,Cassia County
16013,16000,Blaine County
13313,13000,Whitfield County
46039,46000,Deuel County
13033,13000,Burke County
12079,12000,Madison County
12077,12000,Liberty County
12067,12000,Lafayette County
9015,9000,Windham County
8053,8000,Hinsdale County
6035,6000,Lassen County
54043,54000,Lincoln County
5101,5000,Newton County
5089,5000,Marion County
53031,53000,Jefferson County
5043,5000,Drew County
5029,5000,Conway County
5003,5000,Ashley County
4027,4000,Yuma County
4001,4000,Apache County
2290,2000,Yukon-Koyukuk Census Area
2110,2000,Juneau City and Borough
1115,1000,St. Clair County
1041,1000,Crenshaw County
1027,1000,Clay County
56045,56000,Weston County
56013,56000,Fremont County
55137,55000,Waushara County
53055,53000,San Juan County
51620,51000,Franklin city
51087,51000,Henrico County
51083,51000,Halifax County
50019,50000,Orleans County
50009,50000,Essex County
50003,50000,Bennington County
48479,48000,Webb County
48449,48000,Titus County
48443,48000,Terrell County
48303,48000,Lubbock County
48201,48000,Harris County
48143,48000,Erath County
48073,48000,Cherokee County
48061,48000,Cameron County
48029,48000,Bexar County
47135,47000,Perry County
47069,47000,Hardeman County
47031,47000,Coffee County
47025,47000,Claiborne County
51075,51000,Goochland County
46029,46000,Codington County
42119,42000,Union County
42095,42000,Northampton County
41027,41000,Hood River County
39057,39000,Greene County
38089,38000,Stark County
38087,38000,Slope County
38069,38000,Pierce County
38005,38000,Benson County
37091,37000,Hertford County
36113,36000,Warren County
33017,33000,Strafford County
31089,31000,Holt County
31013,31000,Box Butte County
30067,30000,Park County
29195,29000,Saline County
29185,29000,St. Clair County
29149,29000,Oregon County
29129,29000,Mercer County
29127,29000,Marion County
28153,28000,Wayne County
28111,28000,Perry County
28011,28000,Bolivar County
27141,27000,Sherburne County
27057,27000,Hubbard County
26013,26000,Baraga County
24021,24000,Frederick County
21177,21000,Muhlenberg County
21135,21000,Lewis County
21117,21000,Kenton County
21105,21000,Hickman County
21093,21000,Hardin County
21073,21000,Franklin County
21003,21000,Allen County
20123,20000,Mitchell County
20117,20000,Marshall County
20099,20000,Labette County
20063,20000,Gove County
19197,19000,Wright County
19169,19000,Story County
19113,19000,Linn County
19035,19000,Cherokee County
19011,19000,Benton County
18179,18000,Wells County
51720,51000,Norton city
48483,48000,Wheeler County
17043,17000,DuPage County
29037,29000,Cass County
37025,37000,Cabarrus County
16027,16000,Canyon County
13081,13000,Crisp County
13031,13000,Bulloch County
12129,12000,Wakulla County
12055,12000,Highlands County
12003,12000,Baker County
10005,10000,Sussex County
10003,10000,New Castle County
8037,8000,Eagle County
8031,8000,Denver County
8014,8000,Broomfield County
51117,51000,Mecklenburg County
6091,6000,Sierra County
6017,6000,El Dorado County
5103,5000,Ouachita County
5057,5000,Hempstead County
5039,5000,Dallas County
5001,5000,Arkansas County
4013,4000,Maricopa County
1049,1000,DeKalb County
55115,55000,Shawano County
55093,55000,Pierce County
55091,55000,Pepin County
55061,55000,Kewaunee County
55029,55000,Door County
54081,54000,Raleigh County
54073,54000,Pleasants County
53075,53000,Whitman County
51580,51000,Covington city
55019,55000,Clark County
51127,51000,New Kent County
51031,51000,Campbell County
51009,51000,Amherst County
49043,49000,Summit County
49031,49000,Piute County
49009,49000,Daggett County
48397,48000,Rockwall County
48325,48000,Medina County
48305,48000,Lynn County
48261,48000,Kenedy County
48257,48000,Kaufman County
48155,48000,Foard County
51735,51000,Poquoson city
47165,47000,Sumner County
47129,47000,Morgan County
45075,45000,Orangeburg County
44007,44000,Providence County
42089,42000,Monroe County
42073,42000,Lawrence County
51660,51000,Harrisonburg city
40141,40000,Tillman County
40063,40000,Hughes County
40059,40000,Harper County
39097,39000,Madison County
39011,39000,Auglaize County
38065,38000,Oliver County
37119,37000,Mecklenburg County
37069,37000,Franklin County
37065,37000,Edgecombe County
37017,37000,Bladen County
37013,37000,Beaufort County
37007,37000,Anson County
32023,32000,Nye County
31031,31000,Cherry County
30023,30000,Deer Lodge County
29215,29000,Texas County
29187,29000,St. Francois County
29163,29000,Pike County
29003,29000,Andrew County
27167,27000,Wilkin County
27117,27000,Pipestone County
27081,27000,Lincoln County
27005,27000,Becker County
42057,42000,Fulton County
26061,26000,Houghton County
27023,27000,Chippewa County
23029,23000,Washington County
23025,23000,Somerset County
23013,23000,Knox County
22095,22000,St. John the Baptist Parish
21223,21000,Trimble County
21217,21000,Taylor County
21113,21000,Jessamine County
21017,21000,Bourbon County
20111,20000,Lyon County
37039,37000,Cherokee County
20075,20000,Hamilton County
20073,20000,Greenwood County
19193,19000,Woodbury County
19037,19000,Chickasaw County
18123,18000,Perry County
18113,18000,Noble County
18107,18000,Montgomery County
18095,18000,Madison County
17143,17000,Peoria County
17129,17000,Menard County
17041,17000,Douglas County
16037,16000,Custer County
16015,16000,Boise County
13189,13000,McDuffie County
13141,13000,Hancock County
13139,13000,Hall County
13037,13000,Calhoun County
12133,12000,Washington County
12053,12000,Hernando County
11001,11000,District of Columbia
9005,9000,Litchfield County
8125,8000,Yuma County
8103,8000,Rio Blanco County
8089,8000,Otero County
8087,8000,Morgan County
8061,8000,Kiowa County
6099,6000,Stanislaus County
48463,48000,Uvalde County
6013,6000,Contra Costa County
5091,5000,Miller County
5009,5000,Boone County
4011,4000,Greenlee County
2016,2000,Aleutians West Census Area
1029,1000,Cleburne County
55079,55000,Milwaukee County
55023,55000,Crawford County
54063,54000,Monroe County
54041,54000,Lewis County
54023,54000,Grant County
53063,53000,Spokane County
53049,53000,Pacific County
53003,53000,Asotin County
51760,51000,Richmond city
51540,51000,Charlottesville city
51163,51000,Rockbridge County
51121,51000,Montgomery County
51063,51000,Floyd County
51025,51000,Brunswick County
51003,51000,Albemarle County
48419,48000,Shelby County
48255,48000,Karnes County
48219,48000,Hockley County
48193,48000,Hamilton County
47127,47000,Moore County
46087,46000,McCook County
46077,46000,Kingsbury County
46023,46000,Charles Mix County
46003,46000,Aurora County
45051,45000,Horry County
48203,48000,Harrison County
42033,42000,Clearfield County
41003,41000,Benton County
54105,54000,Wirt County
39145,39000,Scioto County
39063,39000,Hancock County
37143,37000,Perquimans County
37137,37000,Pamlico County
37105,37000,Lee County
37075,37000,Graham County
37059,37000,Davie County
37057,37000,Davidson County
37027,37000,Caldwell County
36037,36000,Genesee County
36019,36000,Clinton County
34007,34000,Camden County
33005,33000,Cheshire County
31123,31000,Morrill County
31079,31000,Hall County
31071,31000,Garfield County
31065,31000,Furnas County
30109,30000,Wibaux County
30089,30000,Sanders County
29167,29000,Polk County
50023,50000,Washington County
29145,29000,Newton County
29143,29000,New Madrid County
29139,29000,Montgomery County
29099,29000,Jefferson County
29023,29000,Butler County
29021,29000,Buchanan County
28065,28000,Jefferson Davis County
27159,27000,Wadena County
27031,27000,Cook County
27021,27000,Cass County
26135,26000,Oscoda County
51179,51000,Stafford County
24510,24000,Baltimore city
22123,22000,West Carroll Parish
22031,22000,De Soto Parish
22003,22000,Allen Parish
21215,21000,Spencer County
21057,21000,Cumberland County
53047,53000,Okanogan County
21005,21000,Anderson County
20189,20000,Stevens County
20021,20000,Cherokee County
19153,19000,Polk County
19149,19000,Plymouth County
19073,19000,Greene County
18165,18000,Vermillion County
18051,18000,Gibson County
18029,18000,Dearborn County
37187,37000,Washington County
18011,18000,Boone County
17199,17000,Williamson County
17195,17000,Whiteside County
20167,20000,Russell County
27163,27000,Washington County
17125,17000,Mason County
26139,26000,Ottawa County
13275,13000,Thomas County
13223,13000,Paulding County
13199,13000,Meriwether County
13145,13000,Harris County
13125,13000,Glascock County
26097,26000,Mackinac County
13089,13000,DeKalb County
13069,13000,Coffee County
13021,13000,Bibb County
12115,12000,Sarasota County
12089,12000,Nassau County
12039,12000,Gadsden County
22005,22000,Ascension Parish
12001,12000,Alachua County
8101,8000,Pueblo County
8017,8000,Cheyenne County
6101,6000,Sutter County
6037,6000,Los Angeles County
48265,48000,Kerr County
5019,5000,Clark County
1105,1000,Perry County
1081,1000,Lee County
1075,1000,Lamar County
46059,46000,Hand County
55087,55000,Outagamie County
55055,55000,Jefferson County
55025,55000,Dane County
54025,54000,Greenbrier County
53017,53000,Douglas County
51041,51000,Chesterfield County
51027,51000,Buchanan County
50015,50000,Lamoille County
49021,49000,Iron County
51021,51000,Bland County
48451,48000,Tom Green County
48385,48000,Real County
48185,48000,Grimes County
48147,48000,Fannin County
47179,47000,Washington County
47103,47000,Lincoln County
47097,47000,Lauderdale County
47063,47000,Hamblen County
46127,46000,Union County
46043,46000,Douglas County
46035,46000,Davison County
46017,46000,Buffalo County
45013,45000,Beaufort County
42125,42000,Washington County
42059,42000,Greene County
41037,41000,Lake County
40089,40000,McCurtain County
39173,39000,Wood County
39161,39000,Van Wert County
39037,39000,Darke County
39007,39000,Ashtabula County
38099,38000,Walsh County
38095,38000,Towner County
38073,38000,Ransom County
36111,36000,Ulster County
36109,36000,Tompkins County
36027,36000,Dutchess County
36005,36000,Bronx County
35047,35000,San Miguel County
35037,35000,Quay County
31181,31000,Webster County
31135,31000,Perkins County
31067,31000,Gage County
30051,30000,Liberty County
30033,30000,Garfield County
31097,31000,Johnson County
29131,29000,Miller County
29123,29000,Madison County
29117,29000,Livingston County
29081,29000,Harrison County
29077,29000,Greene County
29025,29000,Caldwell County
28157,28000,Wilkinson County
27013,27000,Blue Earth County
26035,26000,Clare County
34005,34000,Burlington County
25001,25000,Barnstable County
24011,24000,Caroline County
22023,22000,Cameron Parish
21153,21000,Magoffin County
21131,21000,Leslie County
21101,21000,Henderson County
21079,21000,Garrard County
20133,20000,Neosho County
20127,20000,Morris County
30105,30000,Valley County
19161,19000,Sac County
19067,19000,Floyd County
19021,19000,Buena Vista County
18169,18000,Wabash County
18033,18000,DeKalb County
17203,17000,Woodford County
17153,17000,Pulaski County
17147,17000,Piatt County
38025,38000,Dunn County
17087,17000,Johnson County
16041,16000,Franklin County
13289,13000,Twiggs County
13245,13000,Richmond County
13243,13000,Randolph County
13231,13000,Pike County
13205,13000,Mitchell County
13187,13000,Lumpkin County
31057,31000,Dundy County
13137,13000,Habersham County
39165,39000,Warren County
13019,13000,Berrien County
13017,13000,Ben Hill County
12107,12000,Putnam County
12085,12000,Martin County
8099,8000,Prowers County
24029,24000,Kent County
6111,6000,Ventura County
6107,6000,Tulare County
6097,6000,Sonoma County
6079,6000,San Luis Obispo County
45055,45000,Kershaw County
21205,21000,Rowan County
5121,5000,Randolph County
5115,5000,Pope County
5107,5000,Phillips County
2220,2000,Sitka City and Borough
2090,2000,Fairbanks North Star Borough
1127,1000,Walker County
1111,1000,Randolph County
1025,1000,Clarke County
1021,1000,Chilton County
56019,56000,Johnson County
55037,55000,Florence County
54037,54000,Jefferson County
51775,51000,Salem city
49041,49000,Sevier County
48381,48000,Randall County
48357,48000,Ochiltree County
48331,48000,Milam County
48295,48000,Lipscomb County
48251,48000,Johnson County
48117,48000,Deaf Smith County
48041,48000,Brazos County
47067,47000,Hancock County
46101,46000,Moody County
46067,46000,Hutchinson County
42117,42000,Tioga County
51036,51000,Charles City County
41061,41000,Union County
41049,41000,Morrow County
55085,55000,Oneida County
41025,41000,Harney County
40113,40000,Osage County
39099,39000,Mahoning County
37113,37000,Macon County
42011,42000,Berks County
37003,37000,Alexander County
36091,36000,Saratoga County
36055,36000,Monroe County
36003,36000,Allegany County
34023,34000,Middlesex County
32007,32000,Elko County
31107,31000,Knox County
31087,31000,Hitchcock County
31039,31000,Cuming County
30093,30000,Silver Bow County
30083,30000,Richland County
29089,29000,Howard County
29009,29000,Barry County
30071,30000,Phillips County
28079,28000,Leake County
27067,27000,Kandiyohi County
27011,27000,Big Stone County
27009,27000,Benton County
24017,24000,Charles County
23003,23000,Aroostook County
22117,22000,Washington Parish
22099,22000,St. Martin Parish
22077,22000,Pointe Coupee Parish
22043,22000,Grant Parish
21091,21000,Hancock County
21087,21000,Green County
20205,20000,Wilson County
20185,20000,Stafford County
20149,20000,Pottawatomie County
20049,20000,Elk County
19111,19000,Lee County
19061,19000,Dubuque County
19053,19000,Decatur County
18087,18000,LaGrange County
18057,18000,Hamilton County
18025,18000,Crawford County
17139,17000,Moultrie County
17131,17000,Mercer County
31125,31000,Nance County
16051,16000,Jefferson County
48009,48000,Archer County
13307,13000,Webster County
13303,13000,Washington County
13267,13000,Tattnall County
13191,13000,McIntosh County
13097,13000,Douglas County
13047,13000,Catoosa County
12103,12000,Pinellas County
12087,12000,Monroe County
12061,12000,Indian River County
12037,12000,Franklin County
20139,20000,Osage County
8117,8000,Summit County
8107,8000,Routt County
8097,8000,Pitkin County
8003,8000,Alamosa County
55035,55000,Eau Claire County
5127,5000,Scott County
24035,24000,Queen Anne's County
5027,5000,Columbia County
2180,2000,Nome Census Area
1031,1000,Coffee County
1005,1000,Barbour County
55043,55000,Grant County
54033,54000,Harrison County
53019,53000,Ferry County
53001,53000,Adams County
51630,51000,Fredericksburg city
51165,51000,Rockingham County
51119,51000,Middlesex County
48493,48000,Wilson County
48299,48000,Llano County
48189,48000,Hale County
48079,48000,Cochran County
55103,55000,Richland County
47147,47000,Robertson County
47095,47000,Lake County
47083,47000,Houston County
46041,46000,Dewey County
45039,45000,Fairfield County
42093,42000,Montour County
42053,42000,Forest County
42015,42000,Bradford County
41067,41000,Washington County
40079,40000,Le Flore County
40053,40000,Grant County
40049,40000,Garvin County
40025,40000,Cimarron County
39167,39000,Washington County
39149,39000,Shelby County
39079,39000,Jackson County
39023,39000,Clark County
37107,37000,Lenoir County
37097,37000,Iredell County
37023,37000,Burke County
36115,36000,Washington County
36085,36000,Richmond County
36069,36000,Ontario County
36039,36000,Greene County
35028,35000,Los Alamos County
35015,35000,Eddy County
34041,34000,Warren County
31177,31000,Washington County
31163,31000,Sherman County
31111,31000,Lincoln County
31099,31000,Kearney County
30099,30000,Teton County
30015,30000,Chouteau County
29229,29000,Wright County
54069,54000,Ohio County
29147,29000,Nodaway County
29069,29000,Dunklin County
29027,29000,Callaway County
28063,28000,Jefferson County
28025,28000,Clay County
28003,28000,Alcorn County
51095,51000,James City County
27059,27000,Isanti County
26145,26000,Saginaw County
26133,26000,Osceola County
26121,26000,Muskegon County
40151,40000,Woods County
25015,25000,Hampshire County
24041,24000,Talbot County
23009,23000,Hancock County
21207,21000,Russell County
21125,21000,Laurel County
20169,20000,Saline County
20041,20000,Dickinson County
20011,20000,Bourbon County
19157,19000,Poweshiek County
19101,19000,Jefferson County
19023,19000,Butler County
18139,18000,Rush County
18105,18000,Monroe County
18085,18000,Kosciusko County
18005,18000,Bartholomew County
22017,22000,Caddo Parish
17163,17000,St. Clair County
17051,17000,Fayette County
17001,17000,Adams County
16019,16000,Bonneville County
31029,31000,Chase County
13269,13000,Taylor County
20005,20000,Atchison County
13073,13000,Columbia County
13011,13000,Banks County
13007,13000,Baker County
29141,29000,Morgan County
12065,12000,Jefferson County
12017,12000,Citrus County
8119,8000,Teller County
8063,8000,Kit Carson County
8013,8000,Boulder County
6081,6000,San Mateo County
6077,6000,San Joaquin County
6049,6000,Modoc County
6027,6000,Inyo County
5149,5000,Yell County
19175,19000,Union County
4015,4000,Mohave County
2164,2000,Lake and Peninsula Borough
53035,53000,Kitsap County
51680,51000,Lynchburg city
51530,51000,Buena Vista city
51141,51000,Patrick County
51131,51000,Northampton County
51111,51000,Lunenburg County
51043,51000,Clarke County
51730,51000,Petersburg city
49051,49000,Wasatch County
49045,49000,Tooele County
49027,49000,Millard County
49013,49000,Duchesne County
48465,48000,Val Verde County
48363,48000,Palo Pinto County
48315,48000,Marion County
48101,48000,Cottle County
48089,48000,Colorado County
48037,48000,Bowie County
48017,48000,Bailey County
47181,47000,Wayne County
47023,47000,Chester County
42091,42000,Montgomery County
42081,42000,Lycoming County
47161,47000,Stewart County
42063,42000,Indiana County
40047,40000,Garfield County
40041,40000,Delaware County
39105,39000,Meigs County
39041,39000,Delaware County
37021,37000,Buncombe County
36033,36000,Franklin County
35041,35000,Roosevelt County
30091,30000,Sheridan County
30041,30000,Hill County
29135,29000,Moniteau County
29055,29000,Crawford County
29053,29000,Cooper County
28037,28000,Franklin County
28023,28000,Clarke County
27123,27000,Ramsey County
26143,26000,Roscommon County
49033,49000,Rich County
26113,26000,Missaukee County
26093,26000,Livingston County
26043,26000,Dickinson County
22107,22000,Tensas Parish
21155,21000,Marion County
20165,20000,Rush County
20071,20000,Greeley County
20061,20000,Geary County
20051,20000,Ellis County
19077,19000,Guthrie County
18163,18000,Vanderburgh County
18131,18000,Pulaski County
24039,24000,Somerset County
17159,17000,Richland County
48107,48000,Crosby County
17019,17000,Champaign County
16079,16000,Shoshone County
16023,16000,Butte County
32017,32000,Lincoln County
13305,13000,Wayne County
13283,13000,Treutlen County
13229,13000,Pierce County
13197,13000,Marion County
13169,13000,Jones County
13167,13000,Johnson County
13123,13000,Gilmer County
17047,17000,Edwards County
12073,12000,Leon County
12063,12000,Jackson County
6061,6000,Placer County
6033,6000,Lake County
5085,5000,Lonoke County
29113,29000,Lincoln County
5079,5000,Lincoln County
5077,5000,Lee County
2130,2000,Ketchikan Gateway Borough
1039,1000,Covington County
54107,54000,Wood County
54097,54000,Upshur County
53061,53000,Snohomish County
53015,53000,Cowlitz County
51690,51000,Martinsville city
51550,51000,Chesapeake city
51101,51000,King William County
51029,51000,Buckingham County
48431,48000,Sterling County
48429,48000,Stephens County
48415,48000,Scurry County
48161,48000,Freestone County
48063,48000,Camp County
48011,48000,Armstrong County
47091,47000,Johnson County
47043,47000,Dickson County
47027,47000,Clay County
46129,46000,Walworth County
46021,46000,Campbell County
45053,45000,Jasper County
45001,45000,Abbeville County
42133,42000,York County
42105,42000,Potter County
42077,42000,Lehigh County
42013,42000,Blair County
48275,48000,Knox County
40107,40000,Okfuskee County
40035,40000,Craig County
40011,40000,Blaine County
40001,40000,Adair County
39143,39000,Sandusky County
37183,37000,Wake County
37147,37000,Pitt County
37073,37000,Gates County
36117,36000,Wayne County
35027,35000,Lincoln County
35005,35000,Chaves County
31155,31000,Saunders County
31105,31000,Kimball County
31101,31000,Keith County
31093,31000,Howard County
31081,31000,Hamilton County
31041,31000,Custer County
37041,37000,Chowan County
30043,30000,Jefferson County
47011,47000,Bradley County
51143,51000,Pittsylvania County
29153,29000,Ozark County
29079,29000,Grundy County
28073,28000,Lamar County
40093,40000,Major County
28015,28000,Carroll County
46011,46000,Brookings County
27169,27000,Winona County
27135,27000,Roseau County
27055,27000,Houston County
27049,27000,Goodhue County
27015,27000,Brown County
26155,26000,Shiawassee County
26095,26000,Luce County
26019,26000,Benzie County
22019,22000,Calcasieu Parish
22015,22000,Bossier Parish
21229,21000,Washington County
20183,20000,Smith County
20081,20000,Haskell County
19181,19000,Warren County
36021,36000,Columbia County
19173,19000,Taylor County
19123,19000,Mahaska County
19121,19000,Madison County
19049,19000,Dallas County
19045,19000,Clinton County
19033,19000,Cerro Gordo County
17117,17000,Macoupin County
16085,16000,Valley County
16017,16000,Bonner County
13293,13000,Upson County
13273,13000,Terrell County
13255,13000,Spalding County
13217,13000,Newton County
13103,13000,Effingham County
13079,13000,Crawford County
13029,13000,Bryan County
13001,13000,Appling County
51167,51000,Russell County
12041,12000,Gilchrist County
12029,12000,Dixie County
9001,9000,Fairfield County
18127,18000,Porter County
27017,27000,Carlton County
8005,8000,Arapahoe County
51091,51000,Highland County
6069,6000,San Benito County
6067,6000,Sacramento County
6063,6000,Plumas County
6055,6000,Napa County
6051,6000,Mono County
6023,6000,Humboldt County
5145,5000,White County
5129,5000,Searcy County
5045,5000,Faulkner County
2185,2000,North Slope Borough
22093,22000,St. James Parish
1071,1000,Jackson County
1001,1000,Autauga County
56005,56000,Campbell County
55109,55000,St. Croix County
55065,55000,Lafayette County
53077,53000,Yakima County
53013,53000,Columbia County
51790,51000,Staunton city
51770,51000,Roanoke city
51169,51000,Scott County
51103,51000,Lancaster County
51013,51000,Arlington County
48151,48000,Fisher County
48103,48000,Crane County
48069,48000,Castro County
48033,48000,Borden County
47167,47000,Tipton County
47123,47000,Monroe County
47119,47000,Maury County
46075,46000,Jones County
46063,46000,Harding County
46025,46000,Clark County
45069,45000,Marlboro County
42103,42000,Pike County
41039,41000,Lane County
51595,51000,Emporia city
39125,39000,Paulding County
39121,39000,Noble County
39059,39000,Guernsey County
39017,39000,Butler County
38093,38000,Stutsman County
38081,38000,Sargent County
38029,38000,Emmons County
37173,37000,Swain County
37061,37000,Duplin County
37043,37000,Clay County
